msno,is_churn
9O0C/OkJj+j+FZbSFgc/Q/VaopXYXfEBTZ7kUVKSJRg=,0
esKmnkj50EJqeipaqib4f6kRcYpciI+/5mYTXeP7SZo=,0
4/v02JBfz/Hbb34SBRrq7CXy9Mrn1x32flPVw/XO5l8=,0
7DpVdGhKXHajhx1CJGundImWXOXhUJZ+hMPEa2+bsKA=,0
eR2p+lbNZytWO755jhE36PX7u3xCrRE0gP5y/nRfWdA=,0
EJONN5eqQKKjLZSqDgqe1I3RP2FvmBwN4YIktXKHEuc=,0
uqdYC5gevxKuJlPEQhzt4wwCzDeOk9tg0fpitKPputc=,0
JxDVgONnPAlLcAq24DhssvKjedyXgvC3RdC0xr7YRr0=,0
tPXgIA9Q2R/qNbl+osPo6/Bt3ZDIkFUeGaXKU7ahh+s=,0
oii6vTBXHsEQaN4gVUTFKyXDQZnHlzYyNWUB6MMDbIc=,0
JYQ94J4FP0Xz5SPPcEliyb2Fj/PryuMC+TnhbZWrKC4=,0
ckVtSGBVisip33ZnR1mcCZQLuzzPD3hsvcS2iGW1z5I=,0
FiRZFeBoKI1qfOTTn2WSqBUGRKCVv9Dx02E3cNuXAgI=,1
AstRkEdg+uXJ/f9Hi8uRWNfEq3BAU8sc8NyOieGYAHQ=,0
2SNtUHFtXCMZG8UAl/klG6E/0+DIe3Z8+hCEbsFtUzQ=,1
QFkygxW8GwukxlQ5c3eT1Ocpnbtqo9L0TUwTs42tJ9Y=,0
X4XQ1fcpdyOAPwfBusEETJ7XdJSO4MVOvSLj/f6Gdz8=,0
xgycQ4cccxjd/FMvLx7A6N/9Mre7fjnkXPSN6a/AHVI=,0
uFqNPy3+7+K04cLtDWhvFR623l4wmZoLtaHU/g9T41M=,0
RvuD+pVggKzesuzrXJEwVsXPBaNYSxgsA4F4gUAV6EQ=,0
8fUpqgFMIqzReVzAJpImUoMOyYp7R6NUSub8RAPg9+s=,0
QKmcQfx4ujx30mRg3YLZqzEMG42xAXqPx7RPgvh4mqY=,0
rdupphkES7tuDcI3c+lOTgggvANC+o4Ap8egZ6sTZTQ=,0
+QkK1RJq9FgcPwD7/ArXygHmbW6ivzaJ7wMg2YZFnoQ=,1
QQ0QD+Rt/d0q/mTVnNnNseHRusVYBzldUKFIPuJlDgU=,0
AWZpMbkZW7ZM88CUOlNmevz2psc9+p2QjXt53lm8k9M=,0
6iMmJWufVD7TTDcnsHiXp/eTKZd5eIhQML0KyJmgwEk=,0
xGCJ390fXZ/Nqxj/I+/UMFinO8+kcAM4g2oFJc96omM=,0
pAMK3VOt6G0RCqdYBT9XpoDCEJFY+M/c1kP035bB/KM=,0
EBA9iwcMm3hj62uYSj6KbTrKbjdwM4CzkBFAULzbrfk=,0
Bdkr4VaK1A8hVG+MnlGtmXhKqZSxhdvnw/yXNW5hdk0=,0
Etf5AWDN+y2SYNXlFLCFYE/GeI8cdPZGWxXKy6Z5mgg=,0
isrDIq5pSvgs6OYK9f+hugt+LF+q1EuglkuNEmw6NGM=,0
TwQC7AJb6VFveQdDNYFWHAOBMMyko5beuSk3p18vn5o=,0
RSxqPUdzdXasW3jjQz9B00/kIOvlPmtRXa4MLUAHYLw=,0
92pk0Y9pirHEkCQhl1w7BPgWtB+bKkVjGXILpl38OrI=,0
g7Rgt6fe1X3tFxAMhb8yJFEMiymwOewoHT2MVW2zYFo=,0
c2miAgIsl0kptAwCLYETDfmVmdlbf380MzPtiroBIEs=,0
GOrlne4CZ75fH0i4RSzA3zhi0utjPnINpRjFEQPssDs=,0
vp1jxim7gyiZAdFsgEfi//xJZ9IcXanHho7rJxhkt/w=,0
Irp+rVi27B153WBYu1S6hFP4ifyMpJdez2194G66DI8=,1
O/j9Ud3SmENHCjALpbvhaoLxFVnX/6ghDhTUjhRLLK8=,0
E2EgyWGroiH6sHdioexx0IKwSMLIZrr0z/OpsIFfCCk=,0
whur1Eq2kNRaEMDKB2jbJqdT1Bfqx0j9rcOpkA7Fa1c=,1
tbSO+PSoyXFs43Yq62Xx8+x1SrPoInllSlLvfuGgYCc=,0
EPR1+/NtTo54Ohyenz05RbCFdZzuaSEF+E5rCNvYrmE=,0
Ts6oSA8RT2LH0KKzl7NzAzAgqN0p3SIz5bijA5hBYyo=,0
As6xGUGsbsaMPh/AzPRQtK8GD14oG6Wp0K/9aj9PvnA=,0
014nCUQlPV1Z9Cbj8mLg0pkTDTH8Sivr8Xq7eQ1xSmY=,1
oF9/o5jG0HQpZ9eImy3lMAy7GN0xI9oQva6P6CdeP2I=,0
ZZhTYM5nzgCWBgs8JSZPh/qBVv/bGzmxfxbUJ+9sETQ=,0
wXPWlIBwYIpOomIpUpUXYKQkFN4vNeINyAaDyQqXJUo=,0
jZdKkaRzs7v1/ZVVDCMWElLm9ZHqXy93kOnJgYTJFuY=,0
Cv0vdhqrFtVc5vXm4uS2NU8AeLg9DMgnvRvzzQMNkRc=,0
avlhr66eEX6tC2JgDrlCDHlMK2bojNPu9np64Z2ykFc=,0
xxgimgTU5hDv4wNGzRAxt0NQFTYMTvd+wVX1Nxp7Db8=,0
Zrv3pSrqcYQDDRFvdd/2L6XgfApgyD6LS2OzGq6Kng4=,0
iaiT+iYOp2PkvytrbulXeugzye/k7HIm3MrTLZ0cN8E=,0
jWMsNeZwKyd+Uhl6eHUJj1GwoyLSsD68QHfI7oW6dA0=,1
7drlJVuC+0ZctCINZuXQUn/uy8iBziiQ7FSJ7xPgzRY=,0
/DPd+B4+peYGf5PpxW3LDZWV/JvIhdTDpS2LaBKb2K4=,0
m3VODymr9HCrdW3/7iu2o83I4eQDoFiYnpO4CcY/zcE=,0
FgsttinXW2gQJYIN0gXEFBTDDxFw5jRghylrd6dyCBA=,0
lcZGQBvRZMUiQgH6nl0+JpRhIRbMsXBROockCrQBv9U=,0
KAqofH8dm7d4rfP4VHqfrP+/GSBJhlhCBt7d4S5aGcQ=,0
uL0LQt6eY0ZnLt8FbBKsIRgIe87iQZJI7OdlY1mREwo=,0
nDwndNEG4bymC/+cV0vkBTQPg270MpgIShWM8w255eY=,1
V8oIvYJvTirWa6VMZ0Wz8Jw1bMtYufZCFBU8aVyId8k=,0
TZ/eum6Zh3ibufY0oi7LGGvjFQGRd6FoeQDIQTNJ2K0=,0
RZ+x8eMS969QA6tmS8XTbn6nsThqt3QwNDUFXV8q5/M=,0
+a8KWBKvFcH7QBT/qN5fxftWoSeG9T4KMkxO1NJLvu0=,0
mWLc960oz9P9PYHm4xxjdgdzZJ3YX/elH5aiQk0WWro=,0
zaNJvhVu0xOhTAO+cdsWpB56ZDfSjXvdoDbMFk9w0Es=,0
SxmHUzKCXI18iA5QjTNgAjS3EspAu5GXXKEmvxW025g=,0
EPEzW4z7HX2QygxuuLbQttr/ppCUsEC7F7yy7lmlY98=,0
XihVlSlUiOurkNjpoOVlz40yKv6QCv0uvUAelZf8bGU=,1
0VIpH+ISbFTZehK/iQf3awx8Pfo+QgQh/J3CkFNa42U=,0
DWAEkZ3pk0BFn2Cvp7gsRJjtk3pbVgUMtPIqWQso6tg=,0
laDVMCzOU0BMANFBwrx1s+SX33XvTKFJrRoCHQrwQAk=,0
H1PUiRkZbl/MSY4QLoReqjaGE4XBQl6qP1d+qcKjRdY=,0
fx1DIab1pNlzvArF+b1A3w/TKUvMkEs1hyl/HFp+6LE=,0
8PV5vhQHiiaJNGWGj8RZ4CStA8PgDZCAZGDzX8ezf/o=,0
ObqwxDHjuAifDuZ25hee0MViBceuH4Tuwu/4SGsSjMw=,0
O84PAYZ1F+g1+5peI2ztdiwPkfRFI11IwwgJVBeSsyE=,0
lYmdvwml0qjCVURsYngsCZA4TU4t76CLoI/1JuKmyu0=,0
L3sw6NjdIJVosJDWj4AqrnAm9wp1H/SQ7t1dqk0meqY=,0
tJjZrHaq/il/jfl1LxfyG9dxzYwaq/KYTpCtF1sweNs=,0
NFfR/5tT6unjNAju2BBFQm4XC2lSfmBqoepD6fb+IDs=,0
iL3J1pLsasFVSt6lvg4yzgJ1TMQD52Ylqt2/neuW+00=,0
BS9C1QTUS8Jm2VE6JjlBwe+JigJ+nDX3RRvxiLFfzQ8=,0
oxedLs5nq3xAtotfLz+wnNM+wGZA50kG2WX8y071Evc=,0
sSZxa03gQlo5exp/uapWu5zere42hFqjGiMhTlN6R7M=,0
wbDlMLMcP5NmeCAfbusoTGq/rZk8n5LOwukbLSgbmZ0=,0
RGVDMjxhPQ27vcSpDapJcYXIjrucIPQ2d+rK9Qom5dg=,1
ORMBOr3G3gXbcjEUlCctRpYvfF9kTHr6kYg8XbIgcuE=,0
kH/in5Vk9Ix7EeOLEBrlzmI8Z6Y9JElb6TDYZRkzcgo=,0
v/qv9oO5aLOWvlfVai7aZAR4u9Kx6RdYmyDyV4yL7dU=,0
fDqxlZ+hv0atDzMija6RMZfN5JWZhKhFmBhcsNd6A8s=,0
kvwn4v62wlpNLlmRacFFX46AZrdDx1b72YiWPSW2JAc=,0
9X6bDn2iQz22mUP6EDrkhVtZwezzVVVcX51xeb5ZmwU=,0
mIgixA1OYTOQ/JNt3ECg7iOUoc/gLZiqEBmr0S0EOpY=,0
tP0FqW0mS6vJtQrlYonEvdCqbtVNLyPUTIB2ssaAd58=,0
RQszjwZ7I2fzpVk9l9H0TeGWSHPl19YKeJ4lG8F1Ww4=,0
U+VfAfbc3oAYYdXK1KOE1nZvgmoKHwuWWNCY3f0CEuA=,0
dn42VGbjrphK8yokRqNTsg+PHek1ruSUh+SDrThvrbU=,0
cCFoZMZjNvFIW2hfgzNgkceoGpiZdf7pBkLmw49AEbQ=,1
KlXAmAZ5YQcgfmktR+9NyIXvYxt4UHI0GkBroMZB1w8=,0
phhQid1Bez3KFQH1/ZxJhpH1wO9qfLdIGGv/7A26Pkw=,0
DgnBCTpFJqqw1xZCX5/21WTtMAEZnLkZxAj1rof+65U=,0
bC6pQVvD2ivXho7RYXOm3dnz8DGkUBsJJu5mNHfl1G4=,0
TJH2VeMyTGLj6aorF6FcThvUQuzD/gn+1qPo7++/YXM=,1
ow4v0TbKoSCeX6xf80NRghFynEr7D/93dnpsWE0vhf0=,0
7kgRvutSzfN1YvNjGy70a0cTKLIO+Kuu+qckMSeSQu0=,0
dyBbR/MfZ6Rw4XRRg1OUdcX1wN2w+PJH7knaFtDAIIc=,0
XQBoN3sAk3niROU7NE1OngZJhlQYBWKJPbHzvGekgfc=,0
krGhU+6i5cAozF/io0ZWuuYaq/GkzA1ZqQE9EKZ4wTo=,0
FUibH1MRgr3sIa8r3YSOTw0iIYG+mizCl64haVa2VAU=,0
la+Fx76fVzP2tTOLIuY0c0BAa9/mI6nyKM9i8TKXC5s=,0
Vu5tFedlEs5H2JVaq+icII0Yeq6dLna1rhduJhuXSvI=,1
5/A5CuI7J3+Z7s5gFvPRJ9ddbPxid6rza+hF+8eQ1qA=,0
UI2GrP/4ZKQcr3w9L2CbFbo9OSdImpT+1f1259jBOM4=,0
nWd8ukPaQFb/v95YG68twTZi/Y6LonqCI42d0i/MNqo=,0
jAxDz1zNCDKaWL7oxVhbIE0mgQE0O9GWs4dTIbuHAPY=,0
+WhYFqWumOUbk5DjBHyFyXuEx7WMI4SM88rjDK5FSp0=,0
oXD9zbmypLpQbIe8m1vQIBVbIOtdEpws1myqE4nB+uw=,1
X9/NylNfvzL8XNODKqOZAKNOxOox7IwVLCaT6A7leEI=,0
lMzt4u6pnvHc1jM3LHtta+OkQDQhQyB4GZ9lY7oxUXE=,0
t9vj8eC9D5xzebtc5MUfoFVtpxzw8v+BGVdgW019Iwg=,0
ExXey2iTP7g4e+tc3kHbxzTZOmwNWTi5KDMhGkQNgYI=,0
xLa+TRzIiIaE0acoNX9oDjy35J9PirUawzFMkTNiGTQ=,0
ovSYwRwepr5m95XnVmQ9gDtsGBUflTcQN6jayAQfFGc=,0
l7zuKrpnsxKZvaQnB3RG65puK1hVP+xin49Yg8hSPR4=,0
w7ibi0OOXDz8j5dZnI+0PwVEOSaY7+QHj2mQGTksuc8=,0
SZfYsXve9xWi6rQTFJUskj1aYAjT8nVG1SjuD7y3aY8=,0
fYtBqk9JMPNBgFMM3cnK4SD1QxFnMbyf2tDtNjo9KAI=,0
9+qFUXRFUmWH9MprTCASZ/zIHiHFsuzZugnaJHgccbk=,0
la82+okotFL1cc8Cd163R/n8JlA3iDdNX1907FXRBSo=,0
YaW+XlxM7TKdl5lHyPw0UHVW6hKCT6B+TOwY2Ycf878=,0
mPOKEZsaDbKCLHJUaDs8LASbIVaBlE+QLAMzTbY7rx8=,0
UOpcpke6bXSDs9xTkLI1IYBKKsR0tJuLqCpuUmoU7C4=,0
fcfr0sOU+o/rgxzuCyAkA/3FBzZ7oY3VYnLL345WeDY=,0
uVzNSlmIepIznyKBVo2TmG5TcGcpbu8Bgwh9dCr4Nf8=,0
M1asQ3ZPAVH2qL9LDxBy0OIbKqNbZ11IcSX0Xc3Ekgc=,0
SNAsvV8vDXcY5fS3ms8FdzgaX/9EvMKbIxHjbjSuc2w=,0
pyXxN2szWja3/MaG84s3O0MPrrBd0pqOx7zg0DwtrMM=,0
4WHCamPKSA/lW0QiJEMkQYKjgzzDyN8KRZxSDPk68Z4=,0
8VdY2bXl9Zw+X4M1d/WRFKTf1bc9ITNQ+txSJ+dGbvU=,0
I9YqP6qpXpAW7hUDVUVH+yXTlZm2tXhlNsRNR3hCFe8=,0
fLK2Inf7juRiplfMBt5mtTe9HBUxQRH8BnqNKsJfyM0=,0
H2zwO9DBOn0kT+/1Vt9PWnJk+Ynq6ZabX6rtJPkOq/k=,0
2+0oQeBIcKGAXdgLwkzvPBWCwk7pRK3fX1jyhOqHd0w=,0
a3+FovUtwZsb/uO4CMASD3wX7rOoFdYEDoruknIIc70=,0
TZ0C1eu2KEbKnbPNRWbAxQXVQqKAe9cp9wKyiB8jbR8=,0
szNuKiLnH/LSFzaA9dbMWhYYHkomssX1FZU6SoUV9tA=,0
dzCW4qwgcFYwv4pegGTdRn/jP2DnKtPKQGV40x/J/GM=,0
HoFS9WtS4a1TvFcQqeh4Va1gjz+goSsCaLDeWjbx+Gk=,0
CsADNhOwbjJnCxeXwGxiiCIxBfo4PcNTZ9S75iLlKRw=,0
GNvRHrhRgD6Ql2fcrrNqPvX6S1W5r2e6RNXC4O2laXA=,0
wdtBL9W9nhEQb9IZZeA5SPLF+SnjVebuhgfpHA7YqMs=,0
26KG+DrVplZ4eT/1hefUCI9LBs3jmaAS3Upedi+PImQ=,1
OtvhXj5AFKAjdu3/AdC9KSC9/jMf1+D2AcaSMj48Mig=,0
IGsO8M2l3xWdBiuABGBY5HzyC9tDlTB+sKDDXtoAkJI=,1
PKMbWhi2ypqG8Sw69fWc4QBYCRq70y3XHsjhX/WbzXk=,0
NiXuO2RxeSw6RIY3R7YeWYsmYvwCqM0hGOAc6EZhtdk=,0
Aik4H0Xe9l6YiEOxLIZpYtp/LQ8PzTouHVknzW8FPcI=,0
dZS8TMeIGQhw5hOqPmLzLBYKOYrjy11J35hI1W7rUTI=,0
NXuf/ZjbR4P9LYQwTgpz+fWZCrwiXFQEc6njb4CJ8bA=,0
2TczAJwoeRUuQAgYSpWckGoka1PpgOnD38Avo9MGGI4=,0
ww+8hHIyB6nYB0ViKkbvSKYZTPiwByKpUDPff3ozTj4=,0
JlYkiRW7+ssB7OxlJTQCgYqHV6qn075jkbkNaCdjH8Q=,0
Fq+tzpzH4g2p6aEpDj2ISI0mbdSgxfsmdJvm7e9WRW0=,0
+dG+089XZKhoXucvTtb0eWRuh4cdSceEy3vrYheqHjw=,1
Zw4n4vz+UTxMPnUiYJYJmgLP67d0Ip8THlXgZW95dng=,0
tym/8T28Xtkgn7MOJ1NG03hi076lW2suSHSQkBPfie4=,0
HfqCmQaBQvzxClSu1FqYbnmDh5TP5S/4mdb2sar+Wus=,0
IPoQyI3aqbOa2+wS5YVGJaxiVXrT3ipUwkd46Rm94D0=,0
GnyLP5rwNYynlosH+aNrszNmY2NMhsY2vdSwTsH/Xdk=,0
YhpsGtX3oIm79mvNKD948Dv7/URatdJ0o4/zki/RBQk=,0
1+R52T0TXyoFuqtwAKZZ7rhTzcQM8wzUbyD35awi9+s=,0
V0PLdsT2gCAMzs2G53HDqPthst8QqC0HrtneFXNlnBk=,0
X1d5wS99UWr/s1hdFYhRuvUahuHnnXHDdXzlhu96Y68=,0
Rhczxu/A8kt9HS9s/xqwQvQU7gR1v5hm7k1VZK7tASU=,1
QCr/VAMeUbTftpHX2yI5g/bjPC78F7qiz8WIEHFqwsU=,0
m+MDq+zZXSDL87cB9dmVFuYJxnPvA6ph0mJx1BXw5yg=,0
jYO8cFem3fW9WL5hUb1a8FMVkDxX38pCfReZCKC+LZs=,0
QpdYESw5kJlqh4HkdbQkH1XOpxlFkDENo7CpJ8de05k=,0
3r2Bia5czposgUEhfKC/r7K2oZTDMrjTtBS3fQY4bCQ=,0
72A57Rr3/fsyW7VCUl42Orpk71gG2Fs26aLxcf2PMng=,0
ArtNAuI993zAjouzasnsV8uEzg3Rco+aoNoL3SaJKSQ=,0
OMhAKsxHMeCJ7DG0M9cImh18Yxt242XmKkRoXbyTMLE=,1
AQtOA+NgBpylxOkve7yGMUXGY4SlKndMfkJRGPBlgic=,0
MPo/3mu1eWnCzEokF2o2nnZZLorShZm4lymMVWzf/tE=,0
+vvnBbBtaXL/5kJgsPqPI1cbFSMR+0GVHdGLAbNK34c=,0
KsmFVl7dGeJxSeR0wzivMHuxwn8yPb+YJrz89vMe3K8=,0
gEgKYISJ+8HxehyiOHQxo8B533lnn28TQjNDwCEuQss=,0
vWsel3cfqggBtatWjys1xwy+cRNLmSP3r9QfTQA8F44=,0
Up7aWNX73lA+hCmlnmMPNkwJ4wxC0GBJQjqp1nUChb8=,0
LBfvFFWWCMKy6f2yaJNF06VCfA+gbFla6F5ymWYeb2E=,0
MaY6T4T4KEiHeh77p3gKMvE7U5KUJ5HTHZiwgDery9Y=,0
YxMTMqRnChJR3DBrU5ACBdvSTGUrMWOFibzS3IuUIeE=,0
XuNVWol0AnPXmZmtI0O56HkNRzYOnzBdTu4mlwHovsU=,0
79Rlr9oI1ozaKGwJ2HSTiaPx5aiU+VKuSKKKdj2Ft7U=,1
QFJP5j2eQWsFfzLy3S85eUfbzBV0DLop16Yw2NnQKvI=,0
M0HFQaD7rfVDrkWzuMLXFkeukCymu+qRUzG8wATZgjc=,0
0GgW03tJkXp8mLssepAK9vzwNiDznnCOxR1sSjWYem4=,0
PqHJwWBTwxd/Zdq/Ms6fQd2Lx9Nm6ldoQVhOqPNgkWk=,0
SnGzB2kV41lpKybO/RbSQ/5+LCYISoSFGM+wAxeysTE=,0
QsdG3dGwzSwQkp0TgOwEDQe4w+IbpyicaiylbtTNO+k=,0
JAh60Rg6KGkIboDr9RqPBDf8VEgCJv5sCs4yWG3kqpc=,0
J3yS4cWjOTQZoE3mrda+aQXUiKXgSg+3GUDa+fhEaBM=,0
18JvGym0H73HPbgGVFosS1qL09FeQlD5jYv/Tk0i2SI=,1
slGDyXbAGmujkh2tQmI6YUIJ7G6hpI2v2mQ2Yx98/DE=,0
CMjWRvbKaXp7LHRRYz2gms2l+OUHnuFBhpb4jOhv6c0=,0
nS0JPeF3dQTd7Rq5RgqoPLawZgc8ldsSa4NnnYdSw0Y=,0
0xq+0HWnw7OZkZ2pE59oh1GvEqfDy0lsqlS1+tRRBZo=,1
Evf1Cu4+XysMTJExVHoluFhlNe4O/uWoka9qYOcpI8I=,0
eVX0HXlT1/x2t95ZibWwRzQS/WsqukCh/XNFw19w8ac=,0
I/BMEZ8gihQCQW/xIflZK6xvXpaJYC5JHuV21gQNJEI=,0
RQg0gDmgtY4/eHcnY16Zcv59WR+2Doz9rqxGhpodUJY=,0
vWocQQcjuXLPwinLjwXgDxuOp6hAmLePo/LJ4adhOgk=,0
1NM6elIWsyFMrEWF+7Zua5RgodTqdza0hw+DmimODf0=,1
uYy+yy87TPoySQORAUDlq1HAie9k/LniqTIHn3l6pkE=,0
0XYuhqdrmaE7Mu4JS33xceOiRWuNRgHkkLzJ4CkzSsk=,0
RssQFhKVV5PQYrc8qiNFQODUG6q1G6UTxjUL0jrwVlA=,0
KpmH088j1Z1HiCPPg9m+EyVXXfm6IuZN1NWtdSnpLZQ=,1
LkshwKzDQNnvRfZQ6GQfpYsui+hzYxxGvctrPJKmlj4=,0
vdQSs/T7rWTDOuqoKXsUi9bRDZnRnLtsj36IKEdRMWc=,1
mIBhaNa+Oj3IdGmdHBezAt1oxmSeYepgJQSwj7ncU+Y=,0
zJDWKSGnXyML7w3vkcIFUkyM1RK2O5xzVs9I0DpY5jo=,0
wxYds7N/uSF5mL6q16YdSfgcZEFIyc3/py76RYqEMI8=,0
OtuNG0tAlKm+Tm2ToUL6QXtOtPJ314giEgZi/mfTkqg=,0
FBw54yy1T4bulONmPcqMd8hpYvkNDC8CNyVZ+KBoPBY=,0
XUULkQZZ+2ODGETIUugbzmSMlB27iWINj1OcgRDl2MA=,0
0bqe+simoGLek2zzla5WvR2+swpr/2XKCViw2Rq9QAY=,0
vAHRV3lfjLgeLazwmgWuMsTnPRasxOuVD7DVxRsAgMM=,1
UMTPJZW31ZJO5vyP6gXHnjafaPSHN6ghaS1Cs5/4mq8=,0
BL/PVbEx+ZJPmnyw9yZlV7OePxItzIwjS4UbfNHMZgk=,0
4dGpcI0Ol6jtDvLf6hoiiuzCmxVWESnGKG2dY2ZegM8=,0
B2+qHmseoyhZutP34QuZvo847Tafo4WZLdecu3Haq/I=,0
8OmEHc45kJvP9weAsuwjFZfiPiXnrKHp/Et0j6rJj3s=,0
uBU0uQ0epE/lIB/UKZ+zk/2WNWakVoJ7ImNAVo4q38k=,0
eaqitAjRGe4lXZI/awnoMJVYQUq/m3CeiZzkXBeHy44=,1
MjZ7ss9ANObuDv11DahUa1zczYDa/Z96YXP3JiDTXGE=,0
lLHiDJdDLqtHsXwDkfU9DvRKOlI+h8mjpJU1alQ1Pog=,0
Yv4ZeZqTvKpTFQkgEHl8xhxHuOKN3vjscBNUP7ZeRj4=,0
stytkw71y7FawhrP8xzKLUl/9OZz4es81G2e3pNShQM=,0
WQOTiC8ZZyS7+jlIC/hg1rXUutpDHTOxSKkhAmFJshw=,0
8hUD97XIW6ujH3oPjm8afZ0Ps9r7YuEpIaw1sMOVEQo=,0
la44W/uQBQIZ9bYkS/XXQcffX1ifcGzgoj+xrZdsSKE=,0
ZYh/5rOqQzLAKOFJ17H6VrqNy9GkYEeioODYpUBd7OQ=,0
yq5W/r/GJHtSH3/mh6UzmrQ3Om/t1h//XMXzPkOwbxQ=,0
l2WJPJj2fWtF6HUgTNs2zaHdRDE1hflahEbVWjXTDv0=,1
BpdtDdUQLeGbfRuXfY7TgGypM7fYKCT36bSZLdI21Rs=,0
U3WCe941/IOt+pdMvZOIqDVut/4yKsk6HvLltGYTUWo=,0
xOjneWBregWbqA2m20panAiWdXBbypZmlv7GqfLx6Oo=,0
RGU9jJkGcGLUvyGa+aGYnvro2hWjhHmGV9XfZnh8qa4=,0
X5yhHTy0DbRx0+eNxFR/IIUQ8aksvlBakSITOiJfq2w=,0
aiq4JkxsRNVilluz41L0533MIHF+c4I+isoVhaov0fU=,0
kZNHVqC9yrdBWjF+paM7KfOTTdh5AzErWf44tSNs/VY=,0
642om/URTA8JaC+cwjVhtg+ypGK7JItM3Gep7qN/WkI=,0
EI6b0jee7AlguXXI5MuPFzhQK0cvgiTrwA+sfvpeYeg=,0
2cNT/hogcNRNscgx3SSKvoDjVz8PmA4XNOLoOa9p6Qc=,0
gEgIhV8CP6QSEDHBpGt4IXSfC/zNI6S3mp9zwOFvjRs=,0
FGSJIuBA/KJmYmy8DqW104X7UB3rWooxme/fzSzLKhg=,0
NkhLKmgVoxr1CbCptsPnFH18NzFWHqOsizBl4r4uJac=,0
Dd6fuG3icaqAsLG8ICvMT/ow7TOhbhCDyP0NoPI0yMA=,0
Q+7YhhAZzg1gj2NMgMiIgNgpok4WjoM146fIksGHV3Q=,1
AJ62IUXXxKU4ZoBQPMjapnV0rZpcLmgiO4gS6AsqEpA=,0
SYfa5Ym0ICiX+TeQnykl+H61n4ikqG8tUFR8ijTeLlg=,0
ID1uikP2N5/PLnaqpr5LL1nythsxbJ+M4OEzTsZb5W8=,0
sJJcRuyK3UVrBlcZwxPUm1l+7HiTJzEOLcL/5O6ccxE=,1
j1XkyYDWqF0O0UFn03RYI1X2VWGm2jhPQpz4n6FcsgM=,0
dmZtd5+lqY2kWlX5jV7/A2RD3QZB6/tPecleO/xSkVA=,0
Gh6MrHzRHGBroYeqAVlqyNuRUW4zPUk3BN9C/ha0k58=,0
7jXn2YcBSA7gsIBNXhHrIDrSZK0ITnW7PZZtXl9z9Os=,0
Lqesb2n4b7wOt8niwmWButoaPBk+T0dxZEekxNrDoK8=,0
J/vBFffBgI24LiORR/UUl16k46q7tnzWbHjnoWYn71M=,0
4vbnobK+a+312In9pBwiBdPmlgIR7xFJXHgcQ8cnMeA=,1
vNnmBOgFTeu0DplfH2rb0vpNyGPosGW40HbOOSBoRAA=,0
U1noTAJYdZBet1Hi18NZGcxnRnVf32s/UE/5TnE4q6w=,1
oGl0QazM99jdi22aFpajBznNf/Hiydrxr3SdzyQWPS0=,0
SjwGmLuRNbU+SYv8yIrMTzU4SKhsTF+9J+RivSolqWg=,0
